fam_name	# chemicals	# family specific chemicals	# med plants
Tropaeolaceae	0.958904109589041	0.0136986301369863	0.0273972602739726
Staphyleaceae	0.8303571428571429	0.15178571428571427	0.017857142857142856
Ebenaceae	0.858397365532382	0.12294182217343579	0.018660812294182216
Posidoniaceae	0.9868421052631579	0.0	0.013157894736842105
Cupressaceae	0.779149074374797	0.2094835985709646	0.01136732705423839
Cabombaceae	0.5	0.0	0.5
Tamaricaceae	0.8985507246376812	0.09178743961352658	0.00966183574879227
Schistochilaceae	0.7777777777777778	0.2222222222222222	0.0
Salvadoraceae	0.890625	0.078125	0.03125
Lentibulariaceae	1.0	0.0	0.0
Lycopodiaceae	0.6188389923329682	0.37677984665936476	0.004381161007667032
Surianaceae	1.0	0.0	0.0
Arecaceae	0.8489461358313818	0.1252927400468384	0.02576112412177986
Convolvulaceae	0.7609282245008095	0.22180248246087425	0.017269293038316244
Clusiaceae	0.7328656233135457	0.2579600647598489	0.009174311926605505
Krameriaceae	0.6336633663366337	0.3465346534653465	0.019801980198019802
Araliaceae	0.7166324435318275	0.27138945927446956	0.011978097193702943
Hydnoraceae	0.75	0.0	0.25
Picramniaceae	0.6617647058823529	0.3382352941176471	0.0
Hymenophyllaceae	0.632183908045977	0.367816091954023	0.0
Lygodiaceae	0.8309859154929577	0.15492957746478872	0.014084507042253521
Haematococcaceae	0.9864864864864865	0.0	0.013513513513513514
Nitrariaceae	0.6137566137566137	0.37037037037037035	0.015873015873015872
Acrobolbaceae	0.5384615384615384	0.46153846153846156	0.0
Austrobaileyaceae	1.0	0.0	0.0
Cynomoriaceae	0.9175257731958762	0.061855670103092786	0.020618556701030927
Meliaceae	0.6708122813835989	0.3243295763699961	0.004858142246404975
Datiscaceae	0.8909090909090909	0.09090909090909091	0.01818181818181818
Loxsomataceae	1.0	0.0	0.0
Araucariaceae	0.8432432432432433	0.14054054054054055	0.016216216216216217
Cornaceae	0.7578397212543554	0.21951219512195122	0.02264808362369338
Liliaceae	0.7603734439834025	0.22199170124481327	0.017634854771784232
Goodeniaceae	0.84375	0.125	0.03125
Hypnaceae	0.7872340425531915	0.2127659574468085	0.0
Asaraceae	0.8669527896995708	0.11587982832618025	0.017167381974248927
Caricaceae	0.9191176470588235	0.058823529411764705	0.022058823529411766
Podocarpaceae	0.8952254641909815	0.10212201591511937	0.002652519893899204
Basellaceae	0.8202247191011236	0.15730337078651685	0.02247191011235955
Sphaerocarpaceae	1.0	0.0	0.0
Cardiopteridaceae	0.9230769230769231	0.07692307692307693	0.0
Chlorodendraceae	1.0	0.0	0.0
Ginkgoaceae	0.7651515151515151	0.23232323232323232	0.0025252525252525255
Quillajaceae	0.7	0.2	0.1
Anthocerotaceae	0.7027027027027027	0.2972972972972973	0.0
Cunoniaceae	0.9473684210526315	0.05263157894736842	0.0
Oleaceae	0.7617283950617284	0.21728395061728395	0.020987654320987655
Halimedaceae	0.8055555555555556	0.18333333333333332	0.011111111111111112
Juncaceae	0.6374269005847953	0.34502923976608185	0.017543859649122806
Columelliaceae	0.9166666666666666	0.08333333333333333	0.0
Costaceae	0.7419354838709677	0.20430107526881722	0.053763440860215055
Papaveraceae	0.74435318275154	0.24178644763860369	0.013860369609856264
Leucobryaceae	1.0	0.0	0.0
Blechnaceae	0.8866666666666667	0.1	0.013333333333333334
Zingiberaceae	0.7322738386308069	0.25336185819070906	0.014364303178484108
Fabaceae	0.6779098841659438	0.30030106648976884	0.02178904934428739
Phellinaceae	0.7678571428571429	0.23214285714285715	0.0
Adelanthaceae	0.7130434782608696	0.28695652173913044	0.0
Winteraceae	0.7547169811320755	0.22641509433962265	0.018867924528301886
Amborellaceae	1.0	0.0	0.0
Schisandraceae	0.6367816091954023	0.3568965517241379	0.00632183908045977
Cyperaceae	0.7509627727856226	0.2374839537869063	0.011553273427471117
Jungermanniaceae	0.5645161290322581	0.43548387096774194	0.0
Araceae	0.8627027027027027	0.10486486486486486	0.032432432432432434
Geraniaceae	0.9086460032626428	0.06199021207177814	0.02936378466557912
Mastigophoraceae	0.8571428571428571	0.14285714285714285	0.0
Polypodiaceae	0.8321428571428572	0.15357142857142858	0.014285714285714285
Gunneraceae	0.6666666666666666	0.25	0.08333333333333333
Thuidiaceae	1.0	0.0	0.0
Styracaceae	0.7822222222222223	0.19555555555555557	0.022222222222222223
Ophioglossaceae	0.8146341463414634	0.17560975609756097	0.00975609756097561
Hymenophytaceae	0.6521739130434783	0.34782608695652173	0.0
Asteraceae	0.6751182129463558	0.3113076797652046	0.013574107288439588
Cistaceae	0.8794520547945206	0.10136986301369863	0.019178082191780823
Olacaceae	0.7096774193548387	0.2903225806451613	0.0
Crypteroniaceae	0.8333333333333334	0.16666666666666666	0.0
Sapindaceae	0.7719072164948454	0.20618556701030927	0.02190721649484536
Dipentodontaceae	0.896551724137931	0.10344827586206896	0.0
Taccaceae	0.5845410628019324	0.40096618357487923	0.014492753623188406
Cercidiphyllaceae	0.9375	0.0625	0.0
Chloranthaceae	0.7628865979381443	0.2268041237113402	0.010309278350515464
Myrtaceae	0.8483660130718954	0.13725490196078433	0.01437908496732026
Dryopteridaceae	0.8011363636363636	0.18181818181818182	0.017045454545454544
Cannaceae	0.6808510638297872	0.2978723404255319	0.02127659574468085
Bataceae	0.6666666666666666	0.0	0.3333333333333333
Icacinaceae	0.8791208791208791	0.10989010989010989	0.01098901098901099
Menispermaceae	0.7643149284253579	0.22034764826175868	0.015337423312883436
Aristolochiaceae	0.8129032258064516	0.16774193548387098	0.01935483870967742
Connaraceae	0.625	0.25	0.125
Scenedesmaceae	0.8387096774193549	0.12903225806451613	0.03225806451612903
Tetraphidaceae	1.0	0.0	0.0
Vitaceae	0.865414710485133	0.10641627543035993	0.028169014084507043
Equisetaceae	0.8284313725490197	0.1323529411764706	0.0392156862745098
Asteromonadaceae	0.5	0.5	0.0
Polemoniaceae	0.9538461538461539	0.03076923076923077	0.015384615384615385
Frullaniaceae	0.8802395209580839	0.11377245508982035	0.005988023952095809
Fouquieriaceae	0.9838709677419355	0.016129032258064516	0.0
Cephalotaceae	1.0	0.0	0.0
Velloziaceae	0.7049180327868853	0.29508196721311475	0.0
Leeaceae	0.8461538461538461	0.15384615384615385	0.0
Pandaceae	0.8636363636363636	0.13636363636363635	0.0
Myricaceae	0.8935574229691877	0.09523809523809523	0.011204481792717087
Ptilidiaceae	1.0	0.0	0.0
Orthostichellaceae	1.0	0.0	0.0
Gentianaceae	0.7861128332300062	0.18970861748295104	0.02417854928704278
Fagaceae	0.9379032258064516	0.04435483870967742	0.017741935483870968
Metzgeriaceae	0.7804878048780488	0.21951219512195122	0.0
Rafflesiaceae	1.0	0.0	0.0
Torricelliaceae	0.990990990990991	0.0	0.009009009009009009
Derbesiaceae	0.5	0.5	0.0
Molluginaceae	0.7151898734177216	0.25949367088607594	0.02531645569620253
Asparagaceae	0.7100409836065574	0.27595628415300544	0.014002732240437158
Potamogetonaceae	0.7209302325581395	0.27906976744186046	0.0
Burseraceae	0.760485651214128	0.2185430463576159	0.02097130242825607
Penaeaceae	1.0	0.0	0.0
Phrymaceae	0.975103734439834	0.02074688796680498	0.004149377593360996
Jackiellaceae	0.821917808219178	0.1780821917808219	0.0
Juncaginaceae	0.9868421052631579	0.0	0.013157894736842105
Namaceae	0.925	0.05	0.025
Marattiaceae	0.8823529411764706	0.11764705882352941	0.0
Scrophulariaceae	0.8234126984126984	0.16170634920634921	0.01488095238095238
Plagiochilaceae	0.7121212121212122	0.2878787878787879	0.0
Nymphaeaceae	0.802547770700637	0.14012738853503184	0.05732484076433121
Fontinalaceae	0.6666666666666666	0.3333333333333333	0.0
Urticaceae	0.8725761772853186	0.10803324099722991	0.019390581717451522
Cordiaceae	0.7615384615384615	0.23076923076923078	0.007692307692307693
Dipteridaceae	0.8	0.2	0.0
Ulmaceae	0.8659003831417624	0.10344827586206896	0.03065134099616858
Cleomaceae	0.865979381443299	0.10824742268041238	0.02577319587628866
Codiaceae	0.948051948051948	0.03896103896103896	0.012987012987012988
Lamiaceae	0.7099430506387564	0.27628136062798214	0.013775588733261505
Strelitziaceae	0.75	0.125	0.125
Dumortieraceae	0.8914285714285715	0.10285714285714286	0.005714285714285714
Francoaceae	0.9574468085106383	0.03546099290780142	0.0070921985815602835
Akaniaceae	0.6666666666666666	0.3333333333333333	0.0
Pycnococcaceae	1.0	0.0	0.0
Limeaceae	1.0	0.0	0.0
Colchicaceae	0.8401727861771058	0.15334773218142547	0.0064794816414686825
Philydraceae	0.9	0.1	0.0
Nyssaceae	0.8163265306122449	0.17346938775510204	0.01020408163265306
Aneuraceae	0.6470588235294118	0.35294117647058826	0.0
Grossulariaceae	0.8633879781420765	0.11475409836065574	0.02185792349726776
Iteaceae	0.8	0.2	0.0
Limnanthaceae	0.7575757575757576	0.24242424242424243	0.0
Lardizabalaceae	0.8275109170305677	0.1615720524017467	0.010917030567685589
Lennoaceae	1.0	0.0	0.0
Picrodendraceae	0.88	0.12	0.0
Myliaceae	0.525	0.475	0.0
Montiaceae	1.0	0.0	0.0
Viscaceae	0.8129032258064516	0.16451612903225807	0.02258064516129032
Anastrophyllaceae	0.7964601769911505	0.20353982300884957	0.0
Aizoaceae	0.9387755102040817	0.04081632653061224	0.02040816326530612
Rubiaceae	0.7800650054171181	0.2072950523654749	0.012639942217407007
Zamiaceae	0.975	0.016666666666666666	0.008333333333333333
Bryopsidaceae	0.6111111111111112	0.3888888888888889	0.0
Dunaliellaceae	0.9259259259259259	0.04938271604938271	0.024691358024691357
Aspleniaceae	0.8851851851851852	0.09259259259259259	0.022222222222222223
Degeneriaceae	0.8	0.2	0.0
Radulaceae	0.6557377049180327	0.3442622950819672	0.0
Cycadaceae	0.8686868686868687	0.10101010101010101	0.030303030303030304
Rhamnaceae	0.763448784082535	0.21665438467207074	0.01989683124539425
Anisophylleaceae	1.0	0.0	0.0
Bromeliaceae	0.9191919191919192	0.0707070707070707	0.010101010101010102
Lepicoleaceae	0.7777777777777778	0.2222222222222222	0.0
Hypericaceae	0.7496353913466213	0.24064171122994651	0.009722897423432183
Dennstaedtiaceae	0.8722222222222222	0.11944444444444445	0.008333333333333333
Oxalidaceae	0.7590361445783133	0.19879518072289157	0.04216867469879518
Hylocomiaceae	1.0	0.0	0.0
Chlorellaceae	0.7757009345794392	0.17757009345794392	0.04672897196261682
Solanaceae	0.7479219948849105	0.23721227621483376	0.014865728900255755
Neckeraceae	0.6	0.4	0.0
Marcgraviaceae	1.0	0.0	0.0
Gyrostemonaceae	0.9811320754716981	0.018867924528301886	0.0
Prasinococcaceae	1.0	0.0	0.0
Garryaceae	0.9484536082474226	0.041237113402061855	0.010309278350515464
Gelsemiaceae	0.5606694560669456	0.4309623430962343	0.008368200836820083
Byblidaceae	1.0	0.0	0.0
Musaceae	0.8175182481751825	0.17153284671532848	0.010948905109489052
Pentaphylacaceae	0.801980198019802	0.16831683168316833	0.0297029702970297
Primulaceae	0.767816091954023	0.21666666666666667	0.015517241379310345
Stemonaceae	0.6181818181818182	0.37662337662337664	0.005194805194805195
Thesiaceae	0.9444444444444444	0.027777777777777776	0.027777777777777776
Nothofagaceae	0.9731543624161074	0.026845637583892617	0.0
Linderniaceae	0.5757575757575758	0.36363636363636365	0.06060606060606061
Coulaceae	0.5454545454545454	0.36363636363636365	0.09090909090909091
Herbertaceae	0.9904761904761905	0.009523809523809525	0.0
Podostemaceae	1.0	0.0	0.0
Eriocaulaceae	0.703125	0.296875	0.0
Boraginaceae	0.8674911660777385	0.11484098939929328	0.0176678445229682
Ephedraceae	0.8990990990990991	0.08648648648648649	0.014414414414414415
Hyacinthaceae	0.7737512242899118	0.21547502448579825	0.010773751224289911
Restionaceae	0.9333333333333333	0.06666666666666667	0.0
Ulotrichaceae	0.6666666666666666	0.3333333333333333	0.0
Siparunaceae	0.8333333333333334	0.13333333333333333	0.03333333333333333
Cyrillaceae	0.5	0.5	0.0
Welwitschiaceae	0.5714285714285714	0.42857142857142855	0.0
Atherospermataceae	0.851063829787234	0.1276595744680851	0.02127659574468085
Penthoraceae	0.5	0.0	0.5
Caryophyllaceae	0.7373134328358208	0.24328358208955222	0.019402985074626865
Cladophoraceae	0.84375	0.15625	0.0
Physenaceae	0.5	0.5	0.0
Trochodendraceae	0.96	0.04	0.0
Marsileaceae	0.8571428571428571	0.09523809523809523	0.047619047619047616
Saururaceae	0.8381642512077294	0.15217391304347827	0.00966183574879227
Mazaceae	0.5	0.5	0.0
Polyphysaceae	1.0	0.0	0.0
Cephaloziellaceae	1.0	0.0	0.0
Erythroxylaceae	0.6472868217054264	0.3449612403100775	0.007751937984496124
Moraceae	0.698698421489892	0.28967045139850456	0.011631127111603435
Gyrothyraceae	0.9666666666666667	0.03333333333333333	0.0
Simaroubaceae	0.7696414950419527	0.2143401983218917	0.016018306636155607
Lepidolaenaceae	0.8333333333333334	0.16666666666666666	0.0
Lecythidaceae	0.718562874251497	0.23353293413173654	0.04790419161676647
Escalloniaceae	0.9636363636363636	0.01818181818181818	0.01818181818181818
Melastomataceae	0.8076923076923077	0.16923076923076924	0.023076923076923078
Splachnaceae	1.0	0.0	0.0
Hamamelidaceae	0.9142857142857143	0.06857142857142857	0.017142857142857144
Dicranaceae	0.6875	0.3125	0.0
Amaryllidaceae	0.7848347375243033	0.20252754374594945	0.012637718729747246
Bartramiaceae	0.958904109589041	0.0410958904109589	0.0
Solenostomataceae	0.8741258741258742	0.1258741258741259	0.0
Platanaceae	0.7027027027027027	0.2702702702702703	0.02702702702702703
Gesneriaceae	0.7804054054054054	0.21621621621621623	0.0033783783783783786
Cytinaceae	1.0	0.0	0.0
Dicksoniaceae	0.9411764705882353	0.04411764705882353	0.014705882352941176
Aytoniaceae	0.75	0.25	0.0
Selenastraceae	0.6666666666666666	0.3333333333333333	0.0
Menyanthaceae	0.8048780487804879	0.17073170731707318	0.024390243902439025
Commelinaceae	0.9238095238095239	0.047619047619047616	0.02857142857142857
Cystopteridaceae	0.9824561403508771	0.017543859649122806	0.0
Poaceae	0.7678571428571429	0.2045807453416149	0.027562111801242236
Altingiaceae	0.8791208791208791	0.08791208791208792	0.03296703296703297
Aptandraceae	0.8666666666666667	0.13333333333333333	0.0
Didiereaceae	0.8846153846153846	0.11538461538461539	0.0
Riellaceae	1.0	0.0	0.0
Piperaceae	0.7518277822908205	0.2372055239642567	0.010966693744922826
Actinidiaceae	0.8941798941798942	0.0873015873015873	0.018518518518518517
Petiveriaceae	0.8113207547169812	0.16981132075471697	0.018867924528301886
Linaceae	0.8166666666666667	0.17222222222222222	0.011111111111111112
Monimiaceae	0.9523809523809523	0.04081632653061224	0.006802721088435374
Putranjivaceae	0.904	0.08	0.016
Vochysiaceae	0.7391304347826086	0.21739130434782608	0.043478260869565216
Ricciaceae	0.95	0.05	0.0
Tetrachondraceae	1.0	0.0	0.0
Betulaceae	0.8251308900523561	0.15392670157068064	0.020942408376963352
Brachytheciaceae	0.9811320754716981	0.018867924528301886	0.0
Mamiellaceae	1.0	0.0	0.0
Anemiaceae	0.9090909090909091	0.09090909090909091	0.0
Dictyochloridaceae	0.6666666666666666	0.0	0.3333333333333333
Monocleaceae	0.85	0.15	0.0
Pinaceae	0.7938349353662578	0.18859794497845542	0.01756711965528671
Asteliaceae	1.0	0.0	0.0
Makinoaceae	0.631578947368421	0.3684210526315789	0.0
Bignoniaceae	0.7785190126751167	0.2021347565043362	0.019346230820547032
Calycanthaceae	0.7704918032786885	0.20491803278688525	0.02459016393442623
Loganiaceae	0.81875	0.17604166666666668	0.005208333333333333
Droseraceae	0.9417989417989417	0.026455026455026454	0.031746031746031744
Stachyuraceae	0.9038461538461539	0.09615384615384616	0.0
Marantaceae	0.9015151515151515	0.09090909090909091	0.007575757575757576
Dichapetalaceae	0.5471698113207547	0.4528301886792453	0.0
Polyblepharidaceae	0.8	0.2	0.0
Resedaceae	0.9557522123893806	0.02654867256637168	0.017699115044247787
Rhizophoraceae	0.75920245398773	0.2285276073619632	0.012269938650306749
Amaranthaceae	0.7858347386172007	0.17537942664418213	0.0387858347386172
Loranthaceae	0.9224137931034483	0.05172413793103448	0.02586206896551724
Himantandraceae	0.75	0.25	0.0
Balsaminaceae	0.7134831460674157	0.2752808988764045	0.011235955056179775
Cymodoceaceae	0.7407407407407407	0.25925925925925924	0.0
Blepharostomataceae	0.5517241379310345	0.4482758620689655	0.0
Acoraceae	0.7980535279805353	0.19464720194647203	0.0072992700729927005
Iridaceae	0.7370242214532872	0.25	0.012975778546712802
Osmundaceae	0.8235294117647058	0.058823529411764705	0.11764705882352941
Rosaceae	0.8238282151927961	0.15123528053567306	0.024936504271530824
Pleuroziaceae	1.0	0.0	0.0
Erythropalaceae	0.6666666666666666	0.3333333333333333	0.0
Pylaisiadelphaceae	1.0	0.0	0.0
Marchantiaceae	0.8884120171673819	0.1072961373390558	0.004291845493562232
Paeoniaceae	0.6746031746031746	0.30753968253968256	0.017857142857142856
Trichocoleaceae	0.6721311475409836	0.32786885245901637	0.0
Adoxaceae	0.7709049255441008	0.21191294387170675	0.01718213058419244
Rhabdodendraceae	0.9090909090909091	0.09090909090909091	0.0
Ancistrocladaceae	0.5486111111111112	0.4513888888888889	0.0
Malvaceae	0.8036613272311213	0.1643020594965675	0.032036613272311214
Myrothamnaceae	0.8	0.0	0.2
Metteniusaceae	0.6129032258064516	0.3548387096774194	0.03225806451612903
Phyllanthaceae	0.7478485370051635	0.22633390705679862	0.025817555938037865
Lophoziaceae	0.9846153846153847	0.015384615384615385	0.0
Frankeniaceae	0.5	0.5	0.0
Crossosomataceae	0.7692307692307693	0.23076923076923078	0.0
Simmondsiaceae	0.8316831683168316	0.15841584158415842	0.009900990099009901
Mayacaceae	1.0	0.0	0.0
Trimeniaceae	1.0	0.0	0.0
Ceratophyllaceae	1.0	0.0	0.0
Lindsaeaceae	1.0	0.0	0.0
Leptostomataceae	0.6	0.4	0.0
Portulacaceae	0.7462121212121212	0.24621212121212122	0.007575757575757576
Lepidobotryaceae	1.0	0.0	0.0
Passifloraceae	0.8704453441295547	0.10728744939271255	0.022267206477732792
Calypogeiaceae	0.8494623655913979	0.13978494623655913	0.010752688172043012
Daphniphyllaceae	0.6450381679389313	0.3511450381679389	0.003816793893129771
Orobanchaceae	0.8204527712724434	0.16705698672911787	0.01249024199843872
Rhachidosoraceae	0.631578947368421	0.3684210526315789	0.0
Saccogynaceae	0.625	0.375	0.0
Taxaceae	0.6458551941238195	0.3483735571878279	0.005771248688352571
Fossombroniaceae	0.9333333333333333	0.06666666666666667	0.0
Nelumbonaceae	0.898635477582846	0.09941520467836257	0.001949317738791423
Lepidoziaceae	0.71484375	0.28515625	0.0
Pandanaceae	0.8252688172043011	0.16666666666666666	0.008064516129032258
Athyriaceae	0.95	0.025	0.025
Psilotaceae	0.9875	0.0125	0.0
Lophocoleaceae	0.6545454545454545	0.34545454545454546	0.0
Ranunculaceae	0.7327265204799338	0.25237898220935046	0.014894497310715763
Gomortegaceae	1.0	0.0	0.0
Diapensiaceae	0.9529411764705882	0.047058823529411764	0.0
Dipterocarpaceae	0.8437047756874095	0.1476121562952243	0.008683068017366137
Thelypteridaceae	0.875	0.11458333333333333	0.010416666666666666
Mystropetalaceae	1.0	0.0	0.0
Paracryphiaceae	0.6	0.4	0.0
Caprifoliaceae	0.7987236131566029	0.18949435444280804	0.011782032400589101
Sciadopityaceae	0.8870967741935484	0.11290322580645161	0.0
Pottiaceae	1.0	0.0	0.0
Onagraceae	0.9024390243902439	0.06620209059233449	0.0313588850174216
Characeae	0.9761904761904762	0.023809523809523808	0.0
Vahliaceae	1.0	0.0	0.0
Sarcolaenaceae	0.85	0.15	0.0
Fritschiellaceae	1.0	0.0	0.0
Aulacomniaceae	0.9375	0.0625	0.0
Plumbaginaceae	0.8373493975903614	0.14457831325301204	0.018072289156626505
Cephaloziaceae	1.0	0.0	0.0
Martyniaceae	0.5681818181818182	0.38636363636363635	0.045454545454545456
Hernandiaceae	0.8125	0.1875	0.0
Targioniaceae	0.875	0.125	0.0
Tectariaceae	1.0	0.0	0.0
Nephrolepidaceae	0.7894736842105263	0.15789473684210525	0.05263157894736842
Paulowniaceae	0.5942622950819673	0.3975409836065574	0.00819672131147541
Santalaceae	0.7250755287009063	0.2688821752265861	0.006042296072507553
Pteridaceae	0.8373071528751753	0.15287517531556802	0.009817671809256662
Centroplacaceae	1.0	0.0	0.0
Polytrichaceae	0.68	0.3	0.02
Phytolaccaceae	0.7075	0.285	0.0075
Cannabaceae	0.8578680203045685	0.13401015228426397	0.008121827411167513
Verbenaceae	0.7770345596432553	0.2084726867335563	0.014492753623188406
Amphorogynaceae	0.5	0.5	0.0
Heliotropiaceae	0.8692307692307693	0.11794871794871795	0.01282051282051282
Anacardiaceae	0.8748221906116643	0.10241820768136557	0.02275960170697013
Clethraceae	0.9642857142857143	0.0	0.03571428571428571
Plantaginaceae	0.8049959709911362	0.1845286059629331	0.010475423045930701
Valoniaceae	0.5	0.5	0.0
Moringaceae	0.7511961722488039	0.22966507177033493	0.019138755980861243
Balantiopsidaceae	0.6666666666666666	0.3333333333333333	0.0
Hydrostachyaceae	1.0	0.0	0.0
Salviniaceae	0.8688524590163934	0.11475409836065574	0.01639344262295082
Buxaceae	0.6723940435280642	0.31958762886597936	0.008018327605956471
Elaeocarpaceae	0.6842105263157895	0.2631578947368421	0.05263157894736842
Muntingiaceae	0.7761194029850746	0.208955223880597	0.014925373134328358
Trebouxiaceae	0.6	0.4	0.0
Pallaviciniaceae	0.85	0.15	0.0
Dioncophyllaceae	0.6444444444444445	0.35555555555555557	0.0
Bryaceae	0.9052631578947369	0.07368421052631578	0.021052631578947368
Canellaceae	0.7774390243902439	0.21036585365853658	0.012195121951219513
Blasiaceae	0.75	0.25	0.0
Smilacaceae	0.7894736842105263	0.19548872180451127	0.015037593984962405
Pyramimonadaceae	1.0	0.0	0.0
Capparaceae	0.8724137931034482	0.1103448275862069	0.017241379310344827
Ulvaceae	0.8642533936651584	0.10407239819004525	0.03167420814479638
Chenopodiaceae	0.8697638994668697	0.11957349581111958	0.010662604722010662
Peraceae	0.5625	0.4375	0.0
Calceolariaceae	0.8295454545454546	0.17045454545454544	0.0
Haemodoraceae	0.625	0.359375	0.015625
Elatinaceae	1.0	0.0	0.0
Calophyllaceae	0.6910994764397905	0.3010471204188482	0.007853403141361256
Siphonocladaceae	1.0	0.0	0.0
Asphodelaceae	0.8008888888888889	0.18755555555555556	0.011555555555555555
Balanophoraceae	0.8703703703703703	0.12962962962962962	0.0
Onocleaceae	0.8263888888888888	0.1597222222222222	0.013888888888888888
Takakiaceae	1.0	0.0	0.0
Nartheciaceae	0.9210526315789473	0.05263157894736842	0.02631578947368421
Talinaceae	0.5	0.4	0.1
Aquifoliaceae	0.7904903417533432	0.1976225854383358	0.01188707280832095
Cibotiaceae	0.9019607843137255	0.08823529411764706	0.00980392156862745
